,tweet
22993,"This got me out of my chair!  Austin Rivers throwing an alley-oop to Dad?!  I had no idea Paul could still do that! 🤩
#MileHighBasketball https://t.co/sQEUnTK1yy"
22994,"RT @Jaehthebird: Kitteh drinking water.
Ish cute o v o https://t.co/stifSbSsn3"
22995,RT @baddest_melanin: Lord I am askin you to remove tht little bit of anger in me that won’t let go of certain hurt that was meant to keep m…
22996,RT @unknownvegan_: Me trying to pick the toilet paper out her coochie without her knowing so she doesn’t get embarrassed... https://t.co/pq…
22997,"RT @iembot_ewx: EWX issues Flood Advisory for Bandera, Bexar, Medina [TX] till Apr 28, 11:45 PM CDT https://t.co/ReM30OhP4a https://t.co/Yg…"
22998,"RT @LisaBloom: Everyone remember the Republicans refusing to clap for ending child poverty, cleaning up dirty water, or lowering prescripti…"
22999,"RT @donwinslow: Dear @GOPLeader McCarthy,

You did not even clap for clean water.

WTF is wrong with you?"
23000,"RT @Booker4KY: Allow me to say something really radical...

Everyone deserves clean water."
23001,Evil!!!
23002,"RT @santiagomayer_: So Republicans oppose clean water, feeding kids, funding schools, and creating jobs. 

Got it"
23003,RT @afirahs: Angell Conwell in The Wash (2001) https://t.co/8wbuqTKK7B
23004,@fred_guttenberg @POTUS Similar to them not standing when @POTUS said he’d get rid of lead pipes to provide clean water.  They didn’t stand.  Like............ WHAT??!?
23005,This was my exact thought as Republicans don’t clap or stand for any of these points.
23006,"RT @donwinslow: Dear @GOPLeader McCarthy,

You did not even clap for clean water.

WTF is wrong with you?"
23007,"RT @ECOWARRIORSS: The Rain Forest Can Recover After Fire, but It’s Not the Same 
The vast rain forest sequesters huge amounts of carbon dio…"
23008,RT @Artie_Thinks: Lee/River saying that jay-z had 100 problems instead of 99 #TheCircleNetflix https://t.co/I4NwV9o7gd
23009,You niggas are dirty lol this thread is shocking.
23010,"RT @donwinslow: Dear @GOPLeader McCarthy,

You did not even clap for clean water.

WTF is wrong with you?"
23011,"Because the GOP only care about obstruction, not the American ppl."
23012,RT @DavidCornDC: Clean water is just a Soros plot to get chips into all of us.
23013,RT @MollyJongFast: Cnn cuts to @GOPLeader not clapping for clean water. Bold move sir.
23014,RT @theitgrl_: Lord I am asking You to Remove That Little bit of Anger in me that won’t let go of certain hurt that was meant to keep me do…
23015,RT @unknownvegan_: Me trying to pick the toilet paper out her coochie without her knowing so she doesn’t get embarrassed... https://t.co/pq…
23016,"RT @ddayen: We don't know where the lead pipes and service lines are, and the funding will barely cover the service lines to homes, not sch…"
23017,@RealMattCouch Lick the toilet bowl.
23018,RT @baddest_melanin: Lord I am askin you to remove tht little bit of anger in me that won’t let go of certain hurt that was meant to keep m…
23019,"RT @BeingCharisBlog: Jobs are a disability issue.

Vaccines are a disability issue.

Childcare is a disability issue.

Safe drinking water…"
23020,RT @Smalzin10: What do yall think of unisex toilets in the office? 🙃
23021,"at night i usually use the Honey Facial Wash and the Miracle Face Oil. keep it real nice &amp; light but still keeps the skin hydrated throughout the night🔅 
https://t.co/Or8qoPAOEI"
23022,"RT @DragonflyJonez: That thread of women discussing their exes w/terrible hygiene is one of those scenarios where no one wins. ""My ex's dic…"
23023,Really glad to see this! This looks like a great project. I bet people like @MMFlint @JohnKerry @ayanaeliza @dwallacewells @billmckibben @OutdoorAfro @GreenHejira @BlackGirlNerds @Oprah and many others would support! Keep rockin’
23024,"RT @NelStamp: My favorite songs from this #JointAddress album are 

✴️ $15 raise it
✴️ Jobs, Jobs, Jobs 
✴️ Care for All 
✴️ Universal Pre-…"
23025,"RT @Trump_Detester: So from watching Biden’s address tonight, Republicans are against:
-cutting child poverty in half
-clean drinking water…"
23026,RT @MollyJongFast: Cnn cuts to @GOPLeader not clapping for clean water. Bold move sir.
23027,"RT @1cEPrTXunC088Ae: @NHKWORLD_News The treated water from Fukushima is scientifically safe.  This is what the IAEA admits.
 However, NHK b…"
23028,@stevenmazie @MollyJongFast @GOPLeader Hey @stevenmazie I have some less than clean water you and your family can drink if you fall on hard times... I'll sell it at a great low rate too! 🚽🚽
23029,RT @MollyJongFast: Cnn cuts to @GOPLeader not clapping for clean water. Bold move sir.
23030,RT @unknownvegan_: Me trying to pick the toilet paper out her coochie without her knowing so she doesn’t get embarrassed... https://t.co/pq…
23031,"RT @donwinslow: Dear @GOPLeader McCarthy,

You did not even clap for clean water.

WTF is wrong with you?"
23032,RT @MeidasTouch: Imagine not applauding for cutting child poverty or clean water? You don't have to. Just look at the GQP. #PresidentialAdd…
23033,"RT @ClimateCrisis: 👏 @POTUS Biden is right — we need the #AmericanJobsPlan.

And @HouseDemocrats are ready to unleash the benefits of #Solv…"
23034,RT @MollyJongFast: Cnn cuts to @GOPLeader not clapping for clean water. Bold move sir.
23035,Literally clapped on my couch. Don’t think I’ve ever done that before during a presidential address but this comment did it.
23036,"RT @santiagomayer_: So Republicans oppose clean water, feeding kids, funding schools, and creating jobs. 

Got it"
23037,@Dawn_HPK I might. May also protect you from those with hygiene issues.
23038,"RT @donwinslow: Dear @GOPLeader McCarthy,

You did not even clap for clean water.

WTF is wrong with you?"
23039,"RT @David_Riesen: One big advantage of putting a man on chastity: Less cleaning effort of the toilet.

Enjoy the pleasure of male chastity!"
23040,RT @IDAUSA: Prevent 100+ more Tule elk from dying at Point Reyes National Seashore in California's ongoing drought by joining this large (1…
23041,"RT @_Cardano_ADA: -
𝗦𝘂𝗽𝗽𝗼𝗿𝘁: #Cardano's Vision of a More Equitable World
𝗘𝗺𝗽𝗼𝘄𝗲𝗿: ""The Least Amongst Us""
𝗗𝗲𝗹𝗲𝗴𝗮𝘁𝗲 𝘁𝗼: Clean Water Stake Poo…"
23042,"ALERT:  A FLOOD ALERT has been issued for parts of Bexar County.  Track storms on interactive radar.  Text ""4ZONE"" to 44332 to download our free News4 weather app https://t.co/XKHzR0rlEF"
23043,The cost of the damage was said to run to the tens of thousands for many farmers https://t.co/NonaFrEXeo
23044,"ALERT:  A FLOOD ALERT has been issued for parts of Bexar County.  Track storms on interactive radar.  Text ""4ZONE"" to 44332 to download our free News4 weather app https://t.co/hCT4ASKyQk"
23045,RT @afirahs: Angell Conwell in The Wash (2001) https://t.co/8wbuqTKK7B
23046,"From the  4-Zone Weather Center, a Flood Advisory has been issued for the highlighted area.   Text ""4ZONE"" to 44332 to download our free News4 weather app https://t.co/kZDUsKlBeL"
23047,"ALERT:  A FLOOD ALERT has been issued for parts of Bexar County.  Track storms on interactive radar.  Text ""4ZONE"" to 44332 to download our free News4 weather app https://t.co/HNCfiGyokm"
23048,"RT @Trump_Detester: So from watching Biden’s address tonight, Republicans are against:
-cutting child poverty in half
-clean drinking water…"
23049,"RT @NelStamp: My favorite songs from this #JointAddress album are 

✴️ $15 raise it
✴️ Jobs, Jobs, Jobs 
✴️ Care for All 
✴️ Universal Pre-…"
23050,"ALERT:  A FLOOD ALERT has been issued for parts of Bexar County.  Track storms on interactive radar.  Text ""4ZONE"" to 44332 to download our free News4 weather app https://t.co/XVXKNPC5Wb"
23051,@Lesufi When are you fixing pit toilets
23052,"RT @UROCKlive1: Rich white Republicans get cancer, too, so this matters to them.

They do not have poor, hungry children, lead in their dri…"
23053,"ALERT:  A FLOOD ALERT has been issued for parts of Medina County.  Track storms on interactive radar.  Text ""4ZONE"" to 44332 to download our free News4 weather app https://t.co/sjBt44bOs5"
23054,"@RepSwalwell He certainly didn’t stand to clap for cutting child poverty, education or clean water."
23055,"Eat, drink and SHOP! This Sunday and every first Sunday of the month all summer long, the River City Marketplace is taking over Solomon's on #TheKay featuring local vintage &amp; vinyl vendors 🎶🍹🎨

📍 Solomon's, 730 K Street
#SupportLocal #DowntownTogether
https://t.co/UqUQaSRPUj"
23056,"RT @RepRashida: Clean and affordable water is essential to our health. Absolutely, @POTUS. We must replace lead pipes and service lines. #J…"
23057,"RT @donwinslow: Dear @GOPLeader McCarthy,

You did not even clap for clean water.

WTF is wrong with you?"
23058,"RT @donwinslow: Dear @GOPLeader McCarthy,

You did not even clap for clean water.

WTF is wrong with you?"
23059,RT @baddest_melanin: Lord I am askin you to remove tht little bit of anger in me that won’t let go of certain hurt that was meant to keep m…
23060,RT @TammyDuckworth: CLEAN WATER FOR ALL. That’s the promise of the American Jobs Plan. #JointAddress
23061,"RT @Snazithus: Potty training is a scam

Wear diapers forever. Never learn to use the toilet. It's too scary and hard."
23062,"RT @DeeTwoCents: So far... Republicans want the following: child poverty to continue, our water as filthy as possible, no universal educati…"
23063,"RT @astro_kimbrough: Egypt, The Nile River, and The Red Sea from @Space_Station. https://t.co/atKIWbId3Q"
23064,RT @MeidasTouch: Imagine not applauding for cutting child poverty or clean water? You don't have to. Just look at the GQP. #PresidentialAdd…
23065,"RT @outofdate_uk: #StopFoodWasteDay
🍞 Did you know that throwing out food is one of the biggest contributors to climate change? 🌍 When we w…"
23066,My dawg 💯🤞🏾
23067,RT @RexChapman: They are giving the President of the United States a standing ovation right now because he said every AMERICAN will have CL…
23068,RT @WahkusheeT: 6 airstrikes already taking place as i am typing.  IDPs start fleeing again to the other side of the Salween river. @MarkFa…
23069,"RT @TheRickyDavila: As you can see so far by their vile demeanor during President Biden’s Address, GQP Republicans don’t want Americans to…"
23070,"RT @santiagomayer_: So Republicans oppose clean water, feeding kids, funding schools, and creating jobs. 

Got it"
23071,Hot pockets
23072,"RT @heathergtv: Republicans hate children, clean water, jobs, and curing cancer. #PresidentialAddress"
23073,@tbahlmann65 @treylance09 I brought many Park River kids down to the field after games.  After the pics with Jackson they always wanted to go to the QB. First Easton then Trey.   What a couple of classy and gracious guys.  Always 🤘
23074,RT @afirahs: Angell Conwell in The Wash (2001) https://t.co/8wbuqTKK7B
23075,"RT @DavidCornDC: Radical priorities? Like delivering broadband to rural Texas, bolstering electric grids, and replacing lead water pipes th…"
23076,"RT @donwinslow: Dear @GOPLeader McCarthy,

You did not even clap for clean water.

WTF is wrong with you?"
23077,RT @ish_not: Not clapping for Americans to get clean drinking water is pretty fcuking awful if you ask me?
23078,RT @BrianKarem: Question: why didn’t Kevin McCarthy applaud clean water for all Americans? @GOPLeader
23079,RT @MollyJongFast: Cnn cuts to @GOPLeader not clapping for clean water. Bold move sir.
23080,"RT @Booker4KY: Allow me to say something really radical...

Everyone deserves clean water."
23081,"RT @NelStamp: My favorite songs from this #JointAddress album are 

✴️ $15 raise it
✴️ Jobs, Jobs, Jobs 
✴️ Care for All 
✴️ Universal Pre-…"
23082,One more win and the 11 year playoff drought is over 🙏🏻  #Suns
23083,"RT @donwinslow: Dear @GOPLeader McCarthy,

You did not even clap for clean water.

WTF is wrong with you?"
23084,"RT @DeeTwoCents: So far... Republicans want the following: child poverty to continue, our water as filthy as possible, no universal educati…"
23085,RT @unknownvegan_: Me trying to pick the toilet paper out her coochie without her knowing so she doesn’t get embarrassed... https://t.co/pq…
23086,"RT @nikispov: to everyone who’s a poc, mutuals or not, please take care of yourself. protect your peace. have a self care night tonight or…"
23087,RT @MeidasTouch: Imagine not applauding for cutting child poverty or clean water? You don't have to. Just look at the GQP. #PresidentialAdd…
23088,"RT @DebraMessing: .@POTUS —REPLACE EVERY LEAD PIPE IN AMERICA so every child will have CLEAN WATER. 

Can you imagine voting against that?"
23089,RT @ThisOldBlimp: Botswana elephants creeping on Wayne LaPierre with the help of the Far Side and Gary Larson. https://t.co/CVkEoC0gd2
23090,"RT @TheRickyDavila: As you can see so far by their vile demeanor during President Biden’s Address, GQP Republicans don’t want Americans to…"
23091,RT @BrianKarem: Question: why didn’t Kevin McCarthy applaud clean water for all Americans? @GOPLeader
23092,RT @ZackBornstein: Biden's first 100 days felt like using your own toilet after a camping trip in tick territory
23093,"RT @donwinslow: Dear @GOPLeader McCarthy,

You did not even clap for clean water.

WTF is wrong with you?"
23094,"RT @hgundavaram: It never ceases to be surreal to watch the leaders of an entire political party not clap or stand for clean water, lower d…"
23095,RT @THECLASSICMANNY: Oloni you know I can just fall down and collapse right now. This is literally my face reading this thread: https://t.c…
23096,"RT @BidenHarrisBro: Biden: All Americans must have clean water. 

Republicans: This man is more radical than Bernie Sanders"
23097,"RT @LisaBloom: Everyone remember the Republicans refusing to clap for ending child poverty, cleaning up dirty water, or lowering prescripti…"
23098,There we go
23099,"RT @donwinslow: Dear @GOPLeader McCarthy,

You did not even clap for clean water.

WTF is wrong with you?"
23100,@RealMattCouch Snaking a Toilet
23101,@elz_pz @Di_Trini_Effect Yeah I been bit too lol . Mine tried to pin me in the corner while I was washing him in the wash stall
23102,"RT @Women4Biden: @POTUS "" American Jobs Plan creates jobs replacing 100% of the nation’s lead pipes and service lines so every American, so…"
23103,Best thing I’ve seen today
23104,RT @MollyJongFast: Cnn cuts to @GOPLeader not clapping for clean water. Bold move sir.
23105,RT @afirahs: Angell Conwell in The Wash (2001) https://t.co/8wbuqTKK7B
23106,RT @afirahs: Angell Conwell in The Wash (2001) https://t.co/8wbuqTKK7B
23107,"RT @rissasadja: Chanyeol Heart 4 U  EP 20

Ramyun + gogi-gu-i (Korean barbecue) + bear + fresh kimchi + Beautiful breezy night with a river…"
23108,45 ST RIVER 2 Junior 0
23109,"RT @rabia_brown: What’s crazy is that Flint isn’t the only city without clean water. There are other cities, with a majority Black populati…"
23110,"RT @donwinslow: Dear @GOPLeader McCarthy,

You did not even clap for clean water.

WTF is wrong with you?"
23111,RT @MollyJongFast: Cnn cuts to @GOPLeader not clapping for clean water. Bold move sir.
23112,RT @T00thianna: @hawtologist ong Imma need that second flood god https://t.co/KZvdXVQWiZ
23113,"RT @TheRickyDavila: As you can see so far by their vile demeanor during President Biden’s Address, GQP Republicans don’t want Americans to…"
23114,RT @ChildrenNeedUs_: @KevinMKruse @Sulliview Not clapping for “lead free drinking water.”
23115,"Cats get away with so much shit because they’re small and fuzzy. 

This one likes to eat every plant and roll of toilet paper in the house. 

Other hobbies include requiring thousands of dollars worth of dental surgery as well as daily allergy pills and liquids. https://t.co/xDLwdyREii"
23116,"RT @donwinslow: Dear @GOPLeader McCarthy,

You did not even clap for clean water.

WTF is wrong with you?"
23117,"RT @santiagomayer_: So Republicans oppose clean water, feeding kids, funding schools, and creating jobs. 

Got it"
23118,"RT @donwinslow: Dear @GOPLeader McCarthy,

You did not even clap for clean water.

WTF is wrong with you?"
23119,"RT @TheRickyDavila: As you can see so far by their vile demeanor during President Biden’s Address, GQP Republicans don’t want Americans to…"
23120,"RT @PatrickRuffini: Voters don’t think caregiving, childcare and paid family leave are infrastructure."
23121,"NWS Alert&gt; Flood Advisory is in effect in Bandera, Bexar and Medina Counties in TX until 1145 PM #txwx https://t.co/Oo0PAdNjFK"
23122,"RT @NelStamp: My favorite songs from this #JointAddress album are 

✴️ $15 raise it
✴️ Jobs, Jobs, Jobs 
✴️ Care for All 
✴️ Universal Pre-…"
23123,"RT @LionessElise: ""It Is the River That Remembers"" pendant: book, star, labradorite, sterling silver wirework.

https://t.co/iBnusrpZav"
23124,RT @afirahs: Angell Conwell in The Wash (2001) https://t.co/8wbuqTKK7B
23125,"RT @NelStamp: My favorite songs from this #JointAddress album are 

✴️ $15 raise it
✴️ Jobs, Jobs, Jobs 
✴️ Care for All 
✴️ Universal Pre-…"
23126,"We got a vaccine before clean drinking water 
#Accountability #priorities #StateoftheUnion"
23127,RT @afirahs: Angell Conwell in The Wash (2001) https://t.co/8wbuqTKK7B
23128,RT @MollyJongFast: Cnn cuts to @GOPLeader not clapping for clean water. Bold move sir.
23129,RT @MollyJongFast: Cnn cuts to @GOPLeader not clapping for clean water. Bold move sir.
23130,"RT @LiuXininBeijing: 2nd wave in #India -- a result of ignoring protocols, says @Sri_Kondapalli, ""cases rose in Delhi &amp; Mumbai far from ele…"
23131,RT @MollyJongFast: Cnn cuts to @GOPLeader not clapping for clean water. Bold move sir.
23132,@parkerbutler10 They also really hates access to clean water
23133,RT @baddest_melanin: Lord I am askin you to remove tht little bit of anger in me that won’t let go of certain hurt that was meant to keep m…
23134,"@fred_guttenberg And clean water 
💦💧🌊💧🚿💧🚰💧🧊💧🎣"
23135,"RT @MonalisaSen18: Retweet If u want to take the taste of this LIFE , YES I WILL GIFT YOU CHASTITY, PIPE &amp; MY TOILET ROOM 😆 https://t.co/YU…"
23136,@maximilian_ @INFINITE_SGE Dood! I use to wear Cool Water too.
23137,RT @jordan_peccia: A statistical model to predict COVID-19 case rates across a diversity of communities using wastewater SARS-CoV-2 concent…
23138,Nah but fr how the fuck did Courtney’s snake ass make it to the finale?? And river being superinfluencer?? I’m so mad at this season and the whole case pissing me off.... big dummy energy  #TheCircleNetflix https://t.co/mwzGoMiwrH
23139,RT @JohnAllenGay: WW2 lasted about as long as it takes us now to integrate a weapon we already have into a plane we already have.
23140,"RT @santiagomayer_: So Republicans oppose clean water, feeding kids, funding schools, and creating jobs. 

Got it"
23141,cow Nicknamed 'Smokey' Rescued from New Jersey Town Destroyed in flood
23142,"NWS Alert&gt; Flood Advisory is in effect in Bandera, Bexar and Medina Counties until 1145 PM #txwx https://t.co/lbcEoZ47NJ"
23143,Imagine being such a horrible human that you can’t applaud these things!?!
23144,Dude washed up after the flood and wanted to square up. https://t.co/O5U0cxSNzj
23145,RT @_MambaForever_: @FNGgtMMA @francis_ngannou @JonnyBones @Tyson_Fury Fury would wash Ngannou in a boxing match
23146,RT @BrianKarem: Question: why didn’t Kevin McCarthy applaud clean water for all Americans? @GOPLeader
23147,"Good Morning Everyone !! Stay Home Stay safe ! Use Mask ! Hand Sanitizer ! Wash Hands regularly.
#COVID19 #cowinregistration #coronakhtamkarona"
23148,"RT @HotepWithit: Still going strong with the “Clean Drinking Water for EVERY American” talking point 

Got some folks in Flint, Michigan th…"
23149,"RT @DebraMessing: .@POTUS —REPLACE EVERY LEAD PIPE IN AMERICA so every child will have CLEAN WATER. 

Can you imagine voting against that?"
23150,"RT @muserebel: 28-25 medium&amp;BLEH
*ConsumerProtections #New vs PredatoryLoaners 
*Oracle sells👮‍♂️Tech2China

Protect Science:DECISIONS🔎how…"
23151,"Closing the Gap – LA River Path Will Link Underserved Communities to Provide a Sustainable, Regional Active T https://t.co/Bbfz3t70J6"
23152,"RT @santiagomayer_: So Republicans oppose clean water, feeding kids, funding schools, and creating jobs. 

Got it"
23153,"RT @jerseymouse: Republicans won't applaud jobs,  clean drinking water, vaccines for everyone.  They want kids to drink lead, people to be…"
23154,RT @afirahs: Angell Conwell in The Wash (2001) https://t.co/8wbuqTKK7B
23155,"RT @donwinslow: Dear @GOPLeader McCarthy,

You did not even clap for clean water.

WTF is wrong with you?"
23156,"RT @DuckDuckGo: Facebook plans to create an Instagram for kids under 13 &amp; privacy advocates are rightfully concerned. 

""IG relies on exten…"
23157,"RT @donwinslow: Dear @GOPLeader McCarthy,

You did not even clap for clean water.

WTF is wrong with you?"
23158,"RT @KendraDrake94: It's too bad the Republicans won't work with @POTUS . Can you imagine not wanting clean drinking water, jobs, or better…"
23159,RT @baddest_melanin: Lord I am askin you to remove tht little bit of anger in me that won’t let go of certain hurt that was meant to keep m…
23160,"RT @heathergtv: Republicans hate children, clean water, jobs, and curing cancer. #PresidentialAddress"
23161,"RT @moefcc: As the #temperature rises in the summer, the augmented water supply (&gt;425 points) for the #wildlife becomes one of the importan…"
23162,The @gop love child poverty and hate clean water. Just catching up here... #sotu2021
23163,RT @ZackBornstein: Biden's first 100 days felt like using your own toilet after a camping trip in tick territory
23164,RT @afirahs: Angell Conwell in The Wash (2001) https://t.co/8wbuqTKK7B
23165,RT @MollyJongFast: Cnn cuts to @GOPLeader not clapping for clean water. Bold move sir.
23166,"RT @UROCKlive1: Rich white Republicans get cancer, too, so this matters to them.

They do not have poor, hungry children, lead in their dri…"
23167,Metro Fire and Sac SD's STAR are responding to the American River Parkway near Bannister Park for a medical rescue.
23168,"RT @donwinslow: Dear @GOPLeader McCarthy,

You did not even clap for clean water.

WTF is wrong with you?"
23169,I woke up thinking about how often I used to get them and how much they suck 😖 they completely went away once I started keeping a water bottle on me at all times and drinking lots of water. Drink water people !!
23170,RT @keaeatsrice: Not surprised. My ex would constantly abuse me and his mom would ALWAYS defend him. Tell me to wash the blood off my face…
23171,"RT @teamtrace: 1/ In 2013, NRA CEO Wayne LaPierre and his wife Susan travelled to Botswana to hunt elephants. The trip was filmed by a crew…"
23172,“The census burrrrr”
23173,"RT @RexChapman: Republicans refused to applaud clean water and cutting child poverty in half. 

Would they applaud if some dude with horns…"
23174,"RT @santiagomayer_: So Republicans oppose clean water, feeding kids, funding schools, and creating jobs. 

Got it"
23175,"RT @toyaa72: !!! Yesss, I’ve noticed when I make gratitude lists I’m more abundant in life and genuinely feel happier and more appreciative…"
23176,@yurohits @BOUSKl yuro wash your body man
23177,RT @PaulHudrick: Doc Rivers said he likes the small lineup with a big in his bench unit. Mentions how good Thybulle was against the taller…
23178,"RT @americanrails: Monon C420's blast northbound across the K&amp;I Bridge spanning the Ohio River at New Albany, Indiana with a long string of…"
23179,RT @DoraHol97570423: He drinks Perrier.
23180,"@SenateGOP Shots in arms. Jobs. Clean water. Voting rights. Repair the grid. Fix bridges. Fix roads. Elder care. Rural broadband.

Which is the radical part?"
23181,"RT @donwinslow: Dear @GOPLeader McCarthy,

You did not even clap for clean water.

WTF is wrong with you?"
23182,"RT @NelStamp: My favorite songs from this #JointAddress album are 

✴️ $15 raise it
✴️ Jobs, Jobs, Jobs 
✴️ Care for All 
✴️ Universal Pre-…"
23183,RT @baddest_melanin: Lord I am askin you to remove tht little bit of anger in me that won’t let go of certain hurt that was meant to keep m…
23184,I’m grateful (Is that the word I’m looking for 🤔?)  I’ve never come across anyone with bad hygiene.
23185,RT @MollyJongFast: Cnn cuts to @GOPLeader not clapping for clean water. Bold move sir.
23186,"RT @Carloseffort1: I forgot to grab toilet paper🥺

Come join 50% Discount for next 48h‼️ onlyfans/carloseffort1 https://t.co/XmgA0dRvmd"
23187,"RT @JoeSteelerFan: @TaraSetmayer @POTUS Not a single Republican stood or clapped for: 

1) Cutting child poverty
2) Clean water 
3) Raising…"
23188,RT @BrianKarem: Question: why didn’t Kevin McCarthy applaud clean water for all Americans? @GOPLeader
23189,"RT @DanielsWeek1: b Rv22  I Am #Coming Soon, bringing my Recompense w me 2 Repay Every1 for what He has Done.  I Am the A &amp; Z, the 1st &amp; La…"
23190,"RT @donwinslow: Dear @GOPLeader McCarthy,

You did not even clap for clean water.

WTF is wrong with you?"
23191,"RT @MreCkr: @Angry_Staffer Agreed, but I'm still stunned that those sulky republicans can't even bother to clap for clean water for all peo…"
23192,"RT @donwinslow: Dear @GOPLeader McCarthy,

You did not even clap for clean water.

WTF is wrong with you?"
23193,This thread 🤮🤮🤮
23194,RT @nowthisnews: Pres. Biden: ‘The American Jobs Plan creates jobs replacing 100% of the nation’s lead pipes and service lines so every Ame…
23195,RT @MeidasTouch: Imagine not applauding for cutting child poverty or clean water? You don't have to. Just look at the GQP. #PresidentialAdd…
23196,"Did a lot of shopping then @dvesean until my friend phished it face first to the pavement on a balloon, then waited in AGH ER while my buddy got asphalt scraped off his face"
23197,RT @baddest_melanin: Lord I am askin you to remove tht little bit of anger in me that won’t let go of certain hurt that was meant to keep m…
23198,Oberlin and Black River boys turning the corner in the 200m race at Black River. @OBPhoenix https://t.co/Q6nquC2nrH
23199,"RT @RexChapman: Republicans refused to applaud clean water and cutting child poverty in half. 

Would they applaud if some dude with horns…"
23200,RT @sefakomokolo: @JohnMphatsoe @mrlungisa Madibeng still has serious water problems. From current to first Premier they are a total failur…
23201,RT @afirahs: Angell Conwell in The Wash (2001) https://t.co/8wbuqTKK7B
23202,RT @ObsKenobs: Star Wars is unrealistic because if a person survived being set on fire by a lava river they’d never stop bringing it up in…
23203,RT @PashaPeculiar: this. thread. ..I AM HORRIFIED 😭
23204,"RT @nikispov: to everyone who’s a poc, mutuals or not, please take care of yourself. protect your peace. have a self care night tonight or…"
23205,"RT @donwinslow: Dear @GOPLeader McCarthy,

You did not even clap for clean water.

WTF is wrong with you?"
23206,"RT @Booker4KY: Allow me to say something really radical...

Everyone deserves clean water."
23207,do my best thinking on the toilet
23208,"RT @SETIInstitute: VIDEO: Science Bites: Why Water?

Senior astronomer @SethShostak discusses why we use water as a marker for potential li…"
23209,RT @DrunkUncleP: That men’s hygiene thread crazy because they was still hitting them niggas
23210,Who left their bouncy ball 🏈 n my toilet?
23211,"RT @hkreid: A list of things Republicans are *not* down with, based on applause:
👎 reducing child poverty
👎 vaccines
👎 clean drinking water…"
23212,"RT @AnneScottlin: ”No man ever steps in the same river twice, for it's not the same river and he's not the same man."" - Heraclitus
~Anne Sc…"
23213,I had an unsatisfactory hookup today. I feel very bad because I douched an hour for that pencil dick. I keep thinking about there are children who cannot drink clean water.
23214,"RT @NPA_English: Violating an agreement in signed with #Syria in 1987, #Turkey has been sharply reducing the amount of water flowing to the…"
23215,"RT @Booker4KY: Allow me to say something really radical...

Everyone deserves clean water."
23216,I'm not sure if the dog is drinking water or licking his balls.
23217,"@StephenM Umm .. sooo .. the dolt you worked for literally talked about flushing toilets and shower pressure.

You should really sit the rest of this century out, shit bag."
23218,"@Niall_Boylan @PaulTreyvaud I totally agree with Paul Treyvaud.  The gov is destroying many lives through these lockdowns, mass pushing agenda on covid19 to remind us to wash hands, social distance from others, wear masks even outside? dont understand that one because masks stop flow of air."
23219,"RT @TheCloudAngel22: 210428 #이특 #Leeteuk

""At the sauna right, after getting off the hot water, I mist myself before applying the lotion fo…"
23220,"RT @donwinslow: Dear @GOPLeader McCarthy,

You did not even clap for clean water.

WTF is wrong with you?"
23221,"RT @rabia_brown: What’s crazy is that Flint isn’t the only city without clean water. There are other cities, with a majority Black populati…"
23222,"RT @Booker4KY: Allow me to say something really radical...

Everyone deserves clean water."
23223,"RT @NoMedApartheid: So let me get this straight.
We should destroy our economy, borrowing £900m a week for lockdown, because India chooses…"
23224,"RT @ObsKenobs: Vader: rainy out today

Vader: reminds me of the time it rained in the same year I was set on fire by a lava river"
23225,"RT @donwinslow: Dear @GOPLeader McCarthy,

You did not even clap for clean water.

WTF is wrong with you?"
23226,Digital_KitKat is playing Stevie Ray Vaughan &amp; Double Trouble — Texas Flood — https://t.co/DpG53psorz
23227,#BidenAddress Republicans are beyond pathetic and soulless. They wouldn't even clap when Biden said he wanted all of America to have clean water.
23228,I just had a 1:1 with my daughter as she showered and I sat on the toilet. She’s only 7😩🥺. How is she so grown! 😭
23229,RT @MollyJongFast: Cnn cuts to @GOPLeader not clapping for clean water. Bold move sir.
23230,"Hold it! Don't forget to down like, so much technically potable water today!"
23231,"RT @DanSlott: Watching GOP Leader, Kevin McCarthy, actively NOT clap for clean water. That's... quite a political stance. #SOTU"
23232,RT @RexChapman: Republicans didn’t stand for clean water. Think about that.
23233,"My new body wash &gt;

Dove don’t miss."
23234,@RealMattCouch Clean toilets with a sponge
23235,RT @ObsKenobs: Star Wars is unrealistic because if a person survived being set on fire by a lava river they’d never stop bringing it up in…
23236,RT @BigGeuce: damn bitch got that Mesopotamian river valley pussy
23237,I kinda wanna wash my hair tonight.
23238,"#PresidentialAddress let's get this straight Republicans are against clean drinking water for Americans, healthcare and infrastructure. Republicans you have truly lost your way."
23239,"RT @RexChapman: Republicans refused to applaud clean water and cutting child poverty in half. 

Would they applaud if some dude with horns…"
23240,"RT @donwinslow: Dear @GOPLeader McCarthy,

You did not even clap for clean water.

WTF is wrong with you?"
23241,"RT @santiagomayer_: So Republicans oppose clean water, feeding kids, funding schools, and creating jobs. 

Got it"
23242,"RT @Lons: Biden failing to touch on ANY of the topics of central importance to everyday Americans, like how many people attended his inaugu…"
23243,"As someone who replaced a toilet seat two hours ago, yes"
23244,RT @mission_shakti: #missionshaktishgs have been entrusted with the role of ‘Jalasathi’ to achieve complete coverage of piped and safe #wat…
23245,RT @MollyJongFast: Cnn cuts to @GOPLeader not clapping for clean water. Bold move sir.
